id,base_id,text,sentiment,pattern_type
negative_38_emoji_reinforce,negative_38,courier kaafi late tha bina kisi update ke 😞,negative,emoji_reinforce
negative_38_shorthand_emoji,negative_38,courier kaafi late tha bina kisi update ke 😞,negative,shorthand_emoji
negative_38_stress_emoji,negative_38,courrrier kaafi late tha bina kisi update ke 😞,negative,stress_emoji
negative_39_clean,negative_39,customer support ne callback hi nahi diya,negative,clean
negative_39_shorthand,negative_39,customer support ne callback hi nhi diya,negative,shorthand
negative_39_typo,negative_39,customer support ne callback hi naih diya,negative,typo
negative_39_punctuation,negative_39,customer support ne callback hi nahi diya...,negative,punctuation
negative_39_stress,negative_39,customer support ne callback hi nahi diyyya,negative,stress
negative_39_shorthand_typo,negative_39,customer support ne callback hi nhi dyia,negative,shorthand_typo
negative_39_code_mix,negative_39,"seriously, customer support ne callback hi nahi diya",negative,code_mix
negative_39_emoji_reinforce,negative_39,customer support ne callback hi nahi diya 😑,negative,emoji_reinforce
negative_39_shorthand_emoji,negative_39,customer support ne callback hi nhi diya 😑,negative,shorthand_emoji
negative_39_stress_emoji,negative_39,customer support ne callback hi nahi diyyya 😑,negative,stress_emoji
negative_40_clean,negative_40,return pickup miss ho gya do baar,negative,clean
negative_40_shorthand,negative_40,return pickup miss ho gya do baar,negative,shorthand
negative_40_typo,negative_40,return pickup miss ho gya do bara,negative,typo
negative_40_punctuation,negative_40,return pickup miss ho gya do baar...,negative,punctuation
negative_40_stress,negative_40,retuuurn pickup miss ho gya do baar,negative,stress
negative_40_shorthand_typo,negative_40,return pickup miss ho gya do baar,negative,shorthand_typo
negative_40_code_mix,negative_40,"seriously, return pickup miss ho gya do baar",negative,code_mix
negative_40_emoji_reinforce,negative_40,return pickup miss ho gya do baar 💔,negative,emoji_reinforce
negative_40_shorthand_emoji,negative_40,return pickup miss ho gya do baar 💔,negative,shorthand_emoji
negative_40_stress_emoji,negative_40,retuuurn pickup miss ho gya do baar 💔,negative,stress_emoji
negative_41_clean,negative_41,flight crew rude tha bilkul,negative,clean
negative_41_shorthand,negative_41,flight crew rude tha blkl,negative,shorthand
negative_41_typo,negative_41,flight crew rude tha bilukl,negative,typo
negative_41_punctuation,negative_41,flight crew rude tha bilkul...,negative,punctuation
negative_41_stress,negative_41,fliggght crew rude tha bilkul,negative,stress
negative_41_shorthand_typo,negative_41,flihgt crew rude tha blkl,negative,shorthand_typo
negative_41_code_mix,negative_41,"just saying, flight crew rude tha bilkul",negative,code_mix
negative_41_emoji_reinforce,negative_41,flight crew rude tha bilkul 💔,negative,emoji_reinforce
negative_41_shorthand_emoji,negative_41,flight crew rude tha blkl 💔,negative,shorthand_emoji
negative_41_stress_emoji,negative_41,fliggght crew rude tha bilkul 💔,negative,stress_emoji
negative_42_clean,negative_42,cab driver ne gandi gaadi bheji,negative,clean
negative_42_shorthand,negative_42,cab driver ne gandi gaadi bheji,negative,shorthand
negative_42_typo,negative_42,cab drivre ne gandi gaadi bheji,negative,typo
negative_42_punctuation,negative_42,cab driver ne gandi gaadi bheji...,negative,punctuation
negative_42_stress,negative_42,cab driver ne gandi gaaaadi bheji,negative,stress
negative_42_shorthand_typo,negative_42,cab drievr ne gandi gaadi bheji,negative,shorthand_typo
negative_42_code_mix,negative_42,"seriously, cab driver ne gandi gaadi bheji",negative,code_mix
negative_42_emoji_reinforce,negative_42,cab driver ne gandi gaadi bheji 😑,negative,emoji_reinforce
negative_42_shorthand_emoji,negative_42,cab driver ne gandi gaadi bheji 😑,negative,shorthand_emoji
negative_42_stress_emoji,negative_42,cab driver ne gandi gaaaadi bheji 😑,negative,stress_emoji
negative_43_clean,negative_43,hotel checkin me bohot wait karna pada,negative,clean
negative_43_shorthand,negative_43,hotel checkin me bhot wait krna pada,negative,shorthand
negative_43_typo,negative_43,htoel checkin me bohot wait karna pada,negative,typo
negative_43_punctuation,negative_43,hotel checkin me bohot wait karna pada...,negative,punctuation
negative_43_stress,negative_43,hotel checkin me bohot wait karrrna pada,negative,stress
negative_43_shorthand_typo,negative_43,hotel checkin me bhot wait rkna pada,negative,shorthand_typo
negative_43_code_mix,negative_43,"honestly, hotel checkin me bohot wait karna pada",negative,code_mix
negative_43_emoji_reinforce,negative_43,hotel checkin me bohot wait karna pada 😤,negative,emoji_reinforce
negative_43_shorthand_emoji,negative_43,hotel checkin me bhot wait krna pada 😤,negative,shorthand_emoji
negative_43_stress_emoji,negative_43,hotel checkin me bohot wait karrrna pada 😤,negative,stress_emoji
negative_44_clean,negative_44,order confirmation hi nahi mila kaafi der tak,negative,clean
negative_44_shorthand,negative_44,order confirmation hi nhi mila kaafi der tak,negative,shorthand
negative_44_typo,negative_44,order cofnirmation hi nahi mila kaafi der tak,negative,typo
negative_44_punctuation,negative_44,order confirmation hi nahi mila kaafi der tak...,negative,punctuation
negative_44_stress,negative_44,order confirmation hi nahi millla kaafi der tak,negative,stress
negative_44_shorthand_typo,negative_44,order confirmation hi nhi mlia kaafi der tak,negative,shorthand_typo
negative_44_code_mix,negative_44,"literally, order confirmation hi nahi mila kaafi der tak",negative,code_mix
negative_44_emoji_reinforce,negative_44,order confirmation hi nahi mila kaafi der tak 😞,negative,emoji_reinforce
negative_44_shorthand_emoji,negative_44,order confirmation hi nhi mila kaafi der tak 😞,negative,shorthand_emoji
negative_44_stress_emoji,negative_44,order confirmation hi nahi millla kaafi der tak 😞,negative,stress_emoji
negative_45_clean,negative_45,app ka UI bohot confusing h,negative,clean
negative_45_shorthand,negative_45,app ka UI bhot confusing h,negative,shorthand
negative_45_typo,negative_45,app ka UI bohto confusing h,negative,typo
negative_45_punctuation,negative_45,app ka UI bohot confusing h...,negative,punctuation
negative_45_stress,negative_45,apppp ka UI bohot confusing h,negative,stress
negative_45_shorthand_typo,negative_45,app ka UI bhot confusign h,negative,shorthand_typo
negative_45_code_mix,negative_45,"actually, app ka UI bohot confusing h",negative,code_mix
negative_45_emoji_reinforce,negative_45,app ka UI bohot confusing h 😑,negative,emoji_reinforce
negative_45_shorthand_emoji,negative_45,app ka UI bhot confusing h 😑,negative,shorthand_emoji
negative_45_stress_emoji,negative_45,apppp ka UI bohot confusing h 😑,negative,stress_emoji
negative_46_clean,negative_46,bill breakdown samajh hi nahi aaya,negative,clean
negative_46_shorthand,negative_46,bill breakdown samajh hi nhi aaya,negative,shorthand
negative_46_typo,negative_46,bill breakdown samajh hi nahi ayaa,negative,typo
negative_46_punctuation,negative_46,bill breakdown samajh hi nahi aaya...,negative,punctuation
negative_46_stress,negative_46,bill breakkkdown samajh hi nahi aaya,negative,stress
negative_46_shorthand_typo,negative_46,blil breakdown samajh hi nhi aaya,negative,shorthand_typo
negative_46_code_mix,negative_46,"literally, bill breakdown samajh hi nahi aaya",negative,code_mix
negative_46_emoji_reinforce,negative_46,bill breakdown samajh hi nahi aaya 😠,negative,emoji_reinforce
negative_46_shorthand_emoji,negative_46,bill breakdown samajh hi nhi aaya 😠,negative,shorthand_emoji
negative_46_stress_emoji,negative_46,bill breakkkdown samajh hi nahi aaya 😠,negative,stress_emoji
negative_47_clean,negative_47,subscription benefits jaisa bola tha waisa nahi mila,negative,clean
negative_47_shorthand,negative_47,subscription benefits jaisa bola tha waisa nhi mila,negative,shorthand
negative_47_typo,negative_47,subscription benefits jaisa bola tha waisa anhi mila,negative,typo
negative_47_punctuation,negative_47,subscription benefits jaisa bola tha waisa nahi mila...,negative,punctuation
negative_47_stress,negative_47,subscription benefits jaiiisa bola tha waisa nahi mila,negative,stress
negative_47_shorthand_typo,negative_47,subscription benefits jasia bola tha waisa nhi mila,negative,shorthand_typo
negative_47_code_mix,negative_47,"actually, subscription benefits jaisa bola tha waisa nahi mila",negative,code_mix
negative_47_emoji_reinforce,negative_47,subscription benefits jaisa bola tha waisa nahi mila 😠,negative,emoji_reinforce
negative_47_shorthand_emoji,negative_47,subscription benefits jaisa bola tha waisa nhi mila 😠,negative,shorthand_emoji
negative_47_stress_emoji,negative_47,subscription benefits jaiiisa bola tha waisa nahi mila 😠,negative,stress_emoji
negative_48_clean,negative_48,delivery update ek baar bhi nahi mila,negative,clean
negative_48_shorthand,negative_48,delivery update ek baar bhi nhi mila,negative,shorthand
negative_48_typo,negative_48,delivery update ek baar bhi naih mila,negative,typo
negative_48_punctuation,negative_48,delivery update ek baar bhi nahi mila...,negative,punctuation
negative_48_stress,negative_48,delivery update ek baar bhi nahi millla,negative,stress
negative_48_shorthand_typo,negative_48,delivery upadte ek baar bhi nhi mila,negative,shorthand_typo
negative_48_code_mix,negative_48,"just saying, delivery update ek baar bhi nahi mila",negative,code_mix
negative_48_emoji_reinforce,negative_48,delivery update ek baar bhi nahi mila 😠,negative,emoji_reinforce
negative_48_shorthand_emoji,negative_48,delivery update ek baar bhi nhi mila 😠,negative,shorthand_emoji
negative_48_stress_emoji,negative_48,delivery update ek baar bhi nahi millla 😠,negative,stress_emoji
negative_49_clean,negative_49,exchange pe extra cost maang liya,negative,clean
negative_49_shorthand,negative_49,exchange pe extra cost maang liya,negative,shorthand
negative_49_typo,negative_49,exchange pe exrta cost maang liya,negative,typo
negative_49_punctuation,negative_49,exchange pe extra cost maang liya...,negative,punctuation
negative_49_stress,negative_49,exchange pe extra cost maang liyyya,negative,stress
negative_49_shorthand_typo,negative_49,exchaneg pe extra cost maang liya,negative,shorthand_typo
negative_49_code_mix,negative_49,"actually, exchange pe extra cost maang liya",negative,code_mix
negative_49_emoji_reinforce,negative_49,exchange pe extra cost maang liya 💔,negative,emoji_reinforce
negative_49_shorthand_emoji,negative_49,exchange pe extra cost maang liya 💔,negative,shorthand_emoji
negative_49_stress_emoji,negative_49,exchange pe extra cost maang liyyya 💔,negative,stress_emoji
negative_50_clean,negative_50,support agent ne bilkul help nahi ki seriously,negative,clean
negative_50_shorthand,negative_50,support agent ne blkl help nhi ki seriously,negative,shorthand
negative_50_typo,negative_50,spuport agent ne bilkul help nahi ki seriously,negative,typo
negative_50_punctuation,negative_50,support agent ne bilkul help nahi ki seriously...,negative,punctuation
negative_50_stress,negative_50,supppport agent ne bilkul help nahi ki seriously,negative,stress
negative_50_shorthand_typo,negative_50,support agent ne blkl help nhi ki seriuosly,negative,shorthand_typo
negative_50_code_mix,negative_50,"just saying, support agent ne bilkul help nahi ki seriously",negative,code_mix
negative_50_emoji_reinforce,negative_50,support agent ne bilkul help nahi ki seriously 😤,negative,emoji_reinforce
negative_50_shorthand_emoji,negative_50,support agent ne blkl help nhi ki seriously 😤,negative,shorthand_emoji
negative_50_stress_emoji,negative_50,supppport agent ne bilkul help nahi ki seriously 😤,negative,stress_emoji
negative_51_clean,negative_51,payment process me kaafi delay hua,negative,clean
negative_51_shorthand,negative_51,payment process me kaafi delay hua,negative,shorthand
negative_51_typo,negative_51,payment procses me kaafi delay hua,negative,typo
negative_51_punctuation,negative_51,payment process me kaafi delay hua...,negative,punctuation
negative_51_stress,negative_51,payment process me kaaaafi delay hua,negative,stress
negative_51_shorthand_typo,negative_51,payment process me kaafi dealy hua,negative,shorthand_typo
negative_51_code_mix,negative_51,"literally, payment process me kaafi delay hua",negative,code_mix
negative_51_emoji_reinforce,negative_51,payment process me kaafi delay hua 😠,negative,emoji_reinforce
negative_51_shorthand_emoji,negative_51,payment process me kaafi delay hua 😠,negative,shorthand_emoji
negative_51_stress_emoji,negative_51,payment process me kaaaafi delay hua 😠,negative,stress_emoji
negative_52_clean,negative_52,order tracking link kabhi mila hi nahi,negative,clean
negative_52_shorthand,negative_52,order tracking link kabi mila hi nhi,negative,shorthand
negative_52_typo,negative_52,order tracking ilnk kabhi mila hi nahi,negative,typo
negative_52_punctuation,negative_52,order tracking link kabhi mila hi nahi...,negative,punctuation
negative_52_stress,negative_52,order tracking link kabbbhi mila hi nahi,negative,stress
negative_52_shorthand_typo,negative_52,order tarcking link kabi mila hi nhi,negative,shorthand_typo
negative_52_code_mix,negative_52,"honestly, order tracking link kabhi mila hi nahi",negative,code_mix
negative_52_emoji_reinforce,negative_52,order tracking link kabhi mila hi nahi 😑,negative,emoji_reinforce
negative_52_shorthand_emoji,negative_52,order tracking link kabi mila hi nhi 😑,negative,shorthand_emoji
negative_52_stress_emoji,negative_52,order tracking link kabbbhi mila hi nahi 😑,negative,stress_emoji
negative_53_clean,negative_53,hotel room bilkul promised jaisa nahi tha,negative,clean
negative_53_shorthand,negative_53,hotel room blkl promised jaisa nhi tha,negative,shorthand
negative_53_typo,negative_53,hotel room bilkul promised jaisa nahi tha,negative,typo
negative_53_punctuation,negative_53,hotel room bilkul promised jaisa nahi tha...,negative,punctuation
negative_53_stress,negative_53,hotel room bilkul promised jaisa nahhhi tha,negative,stress
negative_53_shorthand_typo,negative_53,hotel romo blkl promised jaisa nhi tha,negative,shorthand_typo
negative_53_code_mix,negative_53,"honestly, hotel room bilkul promised jaisa nahi tha",negative,code_mix
negative_53_emoji_reinforce,negative_53,hotel room bilkul promised jaisa nahi tha 💔,negative,emoji_reinforce
negative_53_shorthand_emoji,negative_53,hotel room blkl promised jaisa nhi tha 💔,negative,shorthand_emoji
negative_53_stress_emoji,negative_53,hotel room bilkul promised jaisa nahhhi tha 💔,negative,stress_emoji
negative_54_clean,negative_54,cab fare bohot zyada laga liya,negative,clean
negative_54_shorthand,negative_54,cab fare bhot zyada laga liya,negative,shorthand
negative_54_typo,negative_54,cab fare bohot zyada laga liay,negative,typo
negative_54_punctuation,negative_54,cab fare bohot zyada laga liya...,negative,punctuation
negative_54_stress,negative_54,caaab fare bohot zyada laga liya,negative,stress
negative_54_shorthand_typo,negative_54,cab frae bhot zyada laga liya,negative,shorthand_typo
negative_54_code_mix,negative_54,"seriously, cab fare bohot zyada laga liya",negative,code_mix
negative_54_emoji_reinforce,negative_54,cab fare bohot zyada laga liya 😞,negative,emoji_reinforce
negative_54_shorthand_emoji,negative_54,cab fare bhot zyada laga liya 😞,negative,shorthand_emoji
negative_54_stress_emoji,negative_54,caaab fare bohot zyada laga liya 😞,negative,stress_emoji
negative_55_clean,negative_55,flight rebooking me bohot dikkat hui,negative,clean
negative_55_shorthand,negative_55,flight rebooking me bhot dikkat hui,negative,shorthand
negative_55_typo,negative_55,fligth rebooking me bohot dikkat hui,negative,typo
negative_55_punctuation,negative_55,flight rebooking me bohot dikkat hui...,negative,punctuation
negative_55_stress,negative_55,flight rebooking me bohot dikkkkat hui,negative,stress
negative_55_shorthand_typo,negative_55,flihgt rebooking me bhot dikkat hui,negative,shorthand_typo
negative_55_code_mix,negative_55,"actually, flight rebooking me bohot dikkat hui",negative,code_mix
negative_55_emoji_reinforce,negative_55,flight rebooking me bohot dikkat hui 💔,negative,emoji_reinforce
negative_55_shorthand_emoji,negative_55,flight rebooking me bhot dikkat hui 💔,negative,shorthand_emoji
negative_55_stress_emoji,negative_55,flight rebooking me bohot dikkkkat hui 💔,negative,stress_emoji
negative_56_clean,negative_56,app ka search feature kaam hi nahi karta,negative,clean
negative_56_shorthand,negative_56,app ka search feature kaam hi nhi karta,negative,shorthand
negative_56_typo,negative_56,app ka saerch feature kaam hi nahi karta,negative,typo
negative_56_punctuation,negative_56,app ka search feature kaam hi nahi karta...,negative,punctuation
negative_56_stress,negative_56,app ka search feattture kaam hi nahi karta,negative,stress
negative_56_shorthand_typo,negative_56,app ka search feature kaam hi nhi krata,negative,shorthand_typo
negative_56_code_mix,negative_56,"honestly, app ka search feature kaam hi nahi karta",negative,code_mix
negative_56_emoji_reinforce,negative_56,app ka search feature kaam hi nahi karta 😑,negative,emoji_reinforce
negative_56_shorthand_emoji,negative_56,app ka search feature kaam hi nhi karta 😑,negative,shorthand_emoji
negative_56_stress_emoji,negative_56,app ka search feattture kaam hi nahi karta 😑,negative,stress_emoji
negative_57_clean,negative_57,delivery boy ne bina call kiye chala gya,negative,clean
negative_57_shorthand,negative_57,delivery boy ne bina call kiye chala gya,negative,shorthand
negative_57_typo,negative_57,delivery boy ne bian call kiye chala gya,negative,typo
negative_57_punctuation,negative_57,delivery boy ne bina call kiye chala gya...,negative,punctuation
negative_57_stress,negative_57,delivery boy ne bina call kiye chaaala gya,negative,stress
negative_57_shorthand_typo,negative_57,delivery boy ne bina clal kiye chala gya,negative,shorthand_typo
negative_57_code_mix,negative_57,"literally, delivery boy ne bina call kiye chala gya",negative,code_mix
negative_57_emoji_reinforce,negative_57,delivery boy ne bina call kiye chala gya 😑,negative,emoji_reinforce
negative_57_shorthand_emoji,negative_57,delivery boy ne bina call kiye chala gya 😑,negative,shorthand_emoji
negative_57_stress_emoji,negative_57,delivery boy ne bina call kiye chaaala gya 😑,negative,stress_emoji
negative_58_clean,negative_58,refund amount galat tha,negative,clean
negative_58_shorthand,negative_58,refund amount galat tha,negative,shorthand
negative_58_typo,negative_58,refund amount glaat tha,negative,typo
negative_58_punctuation,negative_58,refund amount galat tha...,negative,punctuation
negative_58_stress,negative_58,refund amount galat thhha,negative,stress
negative_58_shorthand_typo,negative_58,refund aomunt galat tha,negative,shorthand_typo
negative_58_code_mix,negative_58,"seriously, refund amount galat tha",negative,code_mix
negative_58_emoji_reinforce,negative_58,refund amount galat tha 💔,negative,emoji_reinforce
negative_58_shorthand_emoji,negative_58,refund amount galat tha 💔,negative,shorthand_emoji
negative_58_stress_emoji,negative_58,refund amount galat thhha 💔,negative,stress_emoji
negative_59_clean,negative_59,subscription cancel karne pe hidden charge laga diya,negative,clean
negative_59_shorthand,negative_59,subscription cancel karne pe hidden charge laga diya,negative,shorthand
negative_59_typo,negative_59,usbscription cancel karne pe hidden charge laga diya,negative,typo
negative_59_punctuation,negative_59,subscription cancel karne pe hidden charge laga diya...,negative,punctuation
negative_59_stress,negative_59,subscription cancel karne pe hidden charge laga diyyya,negative,stress
negative_59_shorthand_typo,negative_59,subscription cancel karne pe hidedn charge laga diya,negative,shorthand_typo
negative_59_code_mix,negative_59,"seriously, subscription cancel karne pe hidden charge laga diya",negative,code_mix
negative_59_emoji_reinforce,negative_59,subscription cancel karne pe hidden charge laga diya 😑,negative,emoji_reinforce
negative_59_shorthand_emoji,negative_59,subscription cancel karne pe hidden charge laga diya 😑,negative,shorthand_emoji
negative_59_stress_emoji,negative_59,subscription cancel karne pe hidden charge laga diyyya 😑,negative,stress_emoji
negative_60_clean,negative_60,overall experience bilkul disappointing raha,negative,clean
negative_60_shorthand,negative_60,overall experience blkl disappointing rha,negative,shorthand
negative_60_typo,negative_60,overall experience bilkul disappointing raah,negative,typo
negative_60_punctuation,negative_60,overall experience bilkul disappointing raha...,negative,punctuation
negative_60_stress,negative_60,overrrall experience bilkul disappointing raha,negative,stress
negative_60_shorthand_typo,negative_60,overall expereince blkl disappointing rha,negative,shorthand_typo
negative_60_code_mix,negative_60,"honestly, overall experience bilkul disappointing raha",negative,code_mix
negative_60_emoji_reinforce,negative_60,overall experience bilkul disappointing raha 😞,negative,emoji_reinforce
negative_60_shorthand_emoji,negative_60,overall experience blkl disappointing rha 😞,negative,shorthand_emoji
negative_60_stress_emoji,negative_60,overrrall experience bilkul disappointing raha 😞,negative,stress_emoji
neutral_01_clean,neutral_01,order kal deliver hoga,neutral,clean
neutral_01_shorthand,neutral_01,order kal deliver hoga,neutral,shorthand
neutral_01_typo,neutral_01,odrer kal deliver hoga,neutral,typo
neutral_01_punctuation,neutral_01,order kal deliver hoga.,neutral,punctuation
neutral_01_stress,neutral_01,order kal deliver hoggga,neutral,stress
neutral_01_shorthand_typo,neutral_01,roder kal deliver hoga,neutral,shorthand_typo
neutral_01_code_mix,neutral_01,"literally, order kal deliver hoga",neutral,code_mix
neutral_01_emoji_reinforce,neutral_01,order kal deliver hoga 🙏,neutral,emoji_reinforce
neutral_01_shorthand_emoji,neutral_01,order kal deliver hoga 🙏,neutral,shorthand_emoji
neutral_01_stress_emoji,neutral_01,order kal deliver hoggga 🙏,neutral,stress_emoji
neutral_02_clean,neutral_02,mera account balance check krna h,neutral,clean
neutral_02_shorthand,neutral_02,mera account balance check krna h,neutral,shorthand
neutral_02_typo,neutral_02,mera account balnace check krna h,neutral,typo
neutral_02_punctuation,neutral_02,mera account balance check krna h.,neutral,punctuation
neutral_02_stress,neutral_02,mera account balance check krnnna h,neutral,stress
neutral_02_shorthand_typo,neutral_02,mera account balance check kran h,neutral,shorthand_typo
neutral_02_code_mix,neutral_02,"literally, mera account balance check krna h",neutral,code_mix
neutral_02_emoji_reinforce,neutral_02,mera account balance check krna h 🙏,neutral,emoji_reinforce
neutral_02_shorthand_emoji,neutral_02,mera account balance check krna h 🙏,neutral,shorthand_emoji
neutral_02_stress_emoji,neutral_02,mera account balance check krnnna h 🙏,neutral,stress_emoji
neutral_03_clean,neutral_03,subscription renewal date kya h,neutral,clean
neutral_03_shorthand,neutral_03,subscription renewal date kya h,neutral,shorthand
neutral_03_typo,neutral_03,subscription renewla date kya h,neutral,typo
neutral_03_punctuation,neutral_03,subscription renewal date kya h.,neutral,punctuation
neutral_03_stress,neutral_03,subscription renewal date kyyya h,neutral,stress
neutral_03_shorthand_typo,neutral_03,subscription renewla date kya h,neutral,shorthand_typo
neutral_03_code_mix,neutral_03,"honestly, subscription renewal date kya h",neutral,code_mix
neutral_03_emoji_reinforce,neutral_03,subscription renewal date kya h 🙏,neutral,emoji_reinforce
neutral_03_shorthand_emoji,neutral_03,subscription renewal date kya h 🙏,neutral,shorthand_emoji
neutral_03_stress_emoji,neutral_03,subscription renewal date kyyya h 🙏,neutral,stress_emoji
neutral_04_clean,neutral_04,flight ka gate number kya h,neutral,clean
neutral_04_shorthand,neutral_04,flight ka gate number kya h,neutral,shorthand
neutral_04_typo,neutral_04,flight ka gaet number kya h,neutral,typo
neutral_04_punctuation,neutral_04,flight ka gate number kya h.,neutral,punctuation
neutral_04_stress,neutral_04,flight ka gate number kyyya h,neutral,stress
neutral_04_shorthand_typo,neutral_04,flight ka gate unmber kya h,neutral,shorthand_typo
neutral_04_code_mix,neutral_04,"literally, flight ka gate number kya h",neutral,code_mix
neutral_04_emoji_reinforce,neutral_04,flight ka gate number kya h 🙏,neutral,emoji_reinforce
neutral_04_shorthand_emoji,neutral_04,flight ka gate number kya h 🙏,neutral,shorthand_emoji
neutral_04_stress_emoji,neutral_04,flight ka gate number kyyya h 🙏,neutral,stress_emoji
neutral_05_clean,neutral_05,hotel checkin time kya h,neutral,clean
neutral_05_shorthand,neutral_05,hotel checkin time kya h,neutral,shorthand
neutral_05_typo,neutral_05,hotel checikn time kya h,neutral,typo
neutral_05_punctuation,neutral_05,hotel checkin time kya h.,neutral,punctuation
neutral_05_stress,neutral_05,hotel checkin timmme kya h,neutral,stress
neutral_05_shorthand_typo,neutral_05,hotle checkin time kya h,neutral,shorthand_typo
neutral_05_code_mix,neutral_05,"actually, hotel checkin time kya h",neutral,code_mix
neutral_05_emoji_reinforce,neutral_05,hotel checkin time kya h 🙏,neutral,emoji_reinforce
neutral_05_shorthand_emoji,neutral_05,hotel checkin time kya h 🙏,neutral,shorthand_emoji
neutral_05_stress_emoji,neutral_05,hotel checkin timmme kya h 🙏,neutral,stress_emoji
neutral_06_clean,neutral_06,cab ka fare kitna hoga,neutral,clean
neutral_06_shorthand,neutral_06,cab ka fare kitna hoga,neutral,shorthand
neutral_06_typo,neutral_06,cab ka frae kitna hoga,neutral,typo
neutral_06_punctuation,neutral_06,cab ka fare kitna hoga.,neutral,punctuation
neutral_06_stress,neutral_06,cab ka farrre kitna hoga,neutral,stress
neutral_06_shorthand_typo,neutral_06,cab ka fare kitna hgoa,neutral,shorthand_typo
neutral_06_code_mix,neutral_06,"actually, cab ka fare kitna hoga",neutral,code_mix
neutral_06_emoji_reinforce,neutral_06,cab ka fare kitna hoga 🙏,neutral,emoji_reinforce
neutral_06_shorthand_emoji,neutral_06,cab ka fare kitna hoga 🙏,neutral,shorthand_emoji
neutral_06_stress_emoji,neutral_06,cab ka farrre kitna hoga 🙏,neutral,stress_emoji
neutral_07_clean,neutral_07,return window kitne din ka h,neutral,clean
neutral_07_shorthand,neutral_07,return window kitne din ka h,neutral,shorthand
neutral_07_typo,neutral_07,return windwo kitne din ka h,neutral,typo
neutral_07_punctuation,neutral_07,return window kitne din ka h.,neutral,punctuation
neutral_07_stress,neutral_07,return windddow kitne din ka h,neutral,stress
neutral_07_shorthand_typo,neutral_07,reutrn window kitne din ka h,neutral,shorthand_typo
neutral_07_code_mix,neutral_07,"just saying, return window kitne din ka h",neutral,code_mix
neutral_07_emoji_reinforce,neutral_07,return window kitne din ka h 🙏,neutral,emoji_reinforce
neutral_07_shorthand_emoji,neutral_07,return window kitne din ka h 🙏,neutral,shorthand_emoji
neutral_07_stress_emoji,neutral_07,return windddow kitne din ka h 🙏,neutral,stress_emoji
neutral_08_clean,neutral_08,payment method change krna h,neutral,clean
neutral_08_shorthand,neutral_08,payment method change krna h,neutral,shorthand
neutral_08_typo,neutral_08,payment method chnage krna h,neutral,typo
neutral_08_punctuation,neutral_08,payment method change krna h.,neutral,punctuation
neutral_08_stress,neutral_08,payment method channnge krna h,neutral,stress
neutral_08_shorthand_typo,neutral_08,payment mtehod change krna h,neutral,shorthand_typo
neutral_08_code_mix,neutral_08,"literally, payment method change krna h",neutral,code_mix
neutral_08_emoji_reinforce,neutral_08,payment method change krna h 🙏,neutral,emoji_reinforce
neutral_08_shorthand_emoji,neutral_08,payment method change krna h 🙏,neutral,shorthand_emoji
neutral_08_stress_emoji,neutral_08,payment method channnge krna h 🙏,neutral,stress_emoji
neutral_09_clean,neutral_09,address update krna h profile me,neutral,clean
neutral_09_shorthand,neutral_09,address update krna h profile me,neutral,shorthand
neutral_09_typo,neutral_09,address update krna h profile me,neutral,typo
neutral_09_punctuation,neutral_09,address update krna h profile me.,neutral,punctuation
neutral_09_stress,neutral_09,address update krnnna h profile me,neutral,stress
neutral_09_shorthand_typo,neutral_09,adrdess update krna h profile me,neutral,shorthand_typo
neutral_09_code_mix,neutral_09,"seriously, address update krna h profile me",neutral,code_mix
neutral_09_emoji_reinforce,neutral_09,address update krna h profile me 🙏,neutral,emoji_reinforce
neutral_09_shorthand_emoji,neutral_09,address update krna h profile me 🙏,neutral,shorthand_emoji
neutral_09_stress_emoji,neutral_09,address update krnnna h profile me 🙏,neutral,stress_emoji
neutral_10_clean,neutral_10,order tracking number chahiye,neutral,clean
neutral_10_shorthand,neutral_10,order tracking number chahiye,neutral,shorthand
neutral_10_typo,neutral_10,roder tracking number chahiye,neutral,typo
neutral_10_punctuation,neutral_10,order tracking number chahiye.,neutral,punctuation
neutral_10_stress,neutral_10,order tracking number chahhhiye,neutral,stress
neutral_10_shorthand_typo,neutral_10,ordre tracking number chahiye,neutral,shorthand_typo
neutral_10_code_mix,neutral_10,"literally, order tracking number chahiye",neutral,code_mix
neutral_10_emoji_reinforce,neutral_10,order tracking number chahiye 🙏,neutral,emoji_reinforce
neutral_10_shorthand_emoji,neutral_10,order tracking number chahiye 🙏,neutral,shorthand_emoji
neutral_10_stress_emoji,neutral_10,order tracking number chahhhiye 🙏,neutral,stress_emoji
neutral_11_clean,neutral_11,bill ka amount kitna h,neutral,clean
neutral_11_shorthand,neutral_11,bill ka amount kitna h,neutral,shorthand
neutral_11_typo,neutral_11,bill ka amount kitan h,neutral,typo
neutral_11_punctuation,neutral_11,bill ka amount kitna h.,neutral,punctuation
neutral_11_stress,neutral_11,bill ka amouuunt kitna h,neutral,stress
neutral_11_shorthand_typo,neutral_11,bill ka amount iktna h,neutral,shorthand_typo
neutral_11_code_mix,neutral_11,"seriously, bill ka amount kitna h",neutral,code_mix
neutral_11_emoji_reinforce,neutral_11,bill ka amount kitna h 🙏,neutral,emoji_reinforce
neutral_11_shorthand_emoji,neutral_11,bill ka amount kitna h 🙏,neutral,shorthand_emoji
neutral_11_stress_emoji,neutral_11,bill ka amouuunt kitna h 🙏,neutral,stress_emoji
