id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
subscription_cancel_b042_v04,subscription_cancel_b042,pls meri subsrciption terminate karne ka process kya hai? auto rneewal off karna hai; mebmership cancle kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,test,original_constructed
subscription_cancel_b042_v05,subscription_cancel_b042,pls meri subscription terminate karne ka process kya hai? auto renewal off karna hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b042_v06,subscription_cancel_b042,pls meri subscription terminate karne ka process kya hai?? auto renewal off karna hai; membership cancel kar do...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,test,original_constructed
subscription_cancel_b042_v07,subscription_cancel_b042,pls meri susbcription temrinate kanre ka porcess kya hai? auto renewla off karna hai; membership cancle kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,test,original_constructed
subscription_cancel_b042_v08,subscription_cancel_b042,pls meri subscription terminate karne ka process kya hai? auto renewal off karna hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b042_v09,subscription_cancel_b042,pls meri sub terminate karne ka process kya hai? auto renewal off karna hai; membership cancel kar do 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b042_v10,subscription_cancel_b042,pls meri subscription terminate karne kaaa process kya hai? auto renewal off karna hai; membership cancel kar do 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b043_v01,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,validation,original_constructed
subscription_cancel_b043_v02,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,validation,original_constructed
subscription_cancel_b043_v03,subscription_cancel_b043,sub cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,validation,original_constructed
subscription_cancel_b043_v04,subscription_cancel_b043,subscrpition cancel karni hai; next renewal nahi chahiey; next renweal nahi chahyie?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,validation,original_constructed
subscription_cancel_b043_v05,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,validation,original_constructed
subscription_cancel_b043_v06,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye??,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,validation,original_constructed
subscription_cancel_b043_v07,subscription_cancel_b043,subscrpition cancl krani hai; next renewl nahi chahiye; next reneawl nahi chahiye?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,validation,original_constructed
subscription_cancel_b043_v08,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,validation,original_constructed
subscription_cancel_b043_v09,subscription_cancel_b043,sub cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,validation,original_constructed
subscription_cancel_b043_v10,subscription_cancel_b043,subscription cancel karni hai; next renewal nahi chahiye; next renewal nahi chahiye? 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,validation,original_constructed
subscription_cancel_b044_v01,subscription_cancel_b044,"Membership stop karni hai, plan ab continue nahi karna; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,test,original_constructed
subscription_cancel_b044_v02,subscription_cancel_b044,"membership stop karni hai, plan ab continue nahi karna; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,test,original_constructed
subscription_cancel_b044_v03,subscription_cancel_b044,"Membership stop karni hai, plan ab continue nahi karna; sub band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,test,original_constructed
subscription_cancel_b044_v04,subscription_cancel_b044,"Membreship stop krani hai, plan ab contniue nahi karna; subcsription band karin hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,test,original_constructed
subscription_cancel_b044_v05,subscription_cancel_b044,"Membership stop karni hai, plan ab continue nahi karna; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b044_v06,subscription_cancel_b044,"Membership stop karni hai, plan ab continue nahi karna; subscription band karni hai...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,test,original_constructed
subscription_cancel_b044_v07,subscription_cancel_b044,"membersihp stop karin hai, plan ab contniue nahi karna; sbuscription band kanri hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,test,original_constructed
subscription_cancel_b044_v08,subscription_cancel_b044,"membership stop karni hai, plan ab continue nahi karna; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
subscription_cancel_b044_v09,subscription_cancel_b044,"Membership stop karni hai, plan ab continue nahi karna; sub band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b044_v10,subscription_cancel_b044,"Membership stop karni hai, plan abbb continue nahi karna; subscription band karni hai 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,test,original_constructed
subscription_cancel_b045_v01,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b045_v02,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b045_v03,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly sub stop karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b045_v04,subscription_cancel_b045,"mujhe latga hai, next reenwal nahi chahiey kyunki next renweal nahi chahiye; motnhly subscription stop kanri hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b045_v05,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b045_v06,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni hai...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b045_v07,subscription_cancel_b045,"mjuhe lgata hai, next renewal nahi chahiye kynuki next reenwal nahi cahhiye; monthyl subsrciption stop karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b045_v08,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b045_v09,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly sub stop karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b045_v10,subscription_cancel_b045,"mujhe lagta hai, next renewal nahi chahiye kyunki next renewal nahi chahiye; monthly subscription stop karni haiii 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b046_v01,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b046_v02,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b046_v03,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b046_v04,subscription_cancel_b046,auto-renewal band kar do; plan ab contiune nahi karan; plan ab cnotinue nahi karan,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b046_v05,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b046_v06,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b046_v07,subscription_cancel_b046,auotrenewal-renewal band kar do; plan ab contniue nahi karan; plan ab cnotinue nahi krana,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b046_v08,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b046_v09,subscription_cancel_b046,auto-renewal band kar do; plan ab continue nahi karna; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b046_v10,subscription_cancel_b046,auto-renewal band kar do; plan abbb continue nahi karna; plan ab continue nahi karna 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b047_v01,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b047_v02,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b047_v03,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b047_v04,subscription_cancel_b047,"pls plan cotninue nahi karna, next renewa nahi chahiey; auto reewal off karna hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b047_v05,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b047_v06,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b047_v07,subscription_cancel_b047,"pls plan contineu nahi karan, next renewla nahi chhaiye; auto rnewal off karna hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b047_v08,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b047_v09,subscription_cancel_b047,"pls plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b047_v10,subscription_cancel_b047,"plsss plan continue nahi karna, next renewal nahi chahiye; auto renewal off karna hai 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b048_v01,subscription_cancel_b048,meri subscription terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b048_v02,subscription_cancel_b048,meri subscription terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b048_v03,subscription_cancel_b048,meri sub terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b048_v04,subscription_cancel_b048,meri subsrciption terminaet kanre ka process kya hai? plan ab contiune nahi karna; membershpi canecl kar do?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b048_v05,subscription_cancel_b048,meri subscription terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b048_v06,subscription_cancel_b048,meri subscription terminate karne ka process kya hai?? plan ab continue nahi karna; membership cancel kar do??,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b048_v07,subscription_cancel_b048,meri subscritpion terminaet karen ka proecss kya hai? plan ab conitnue nahi karna; mebmership cacnel kar do?,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b048_v08,subscription_cancel_b048,meri subscription terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b048_v09,subscription_cancel_b048,meri sub terminate karne ka process kya hai? plan ab continue nahi karna; membership cancel kar do? 😕,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b048_v10,subscription_cancel_b048,meri subscription terminate karne kaaa process kya hai? plan ab continue nahi karna; membership cancel kar do? 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b049_v01,subscription_cancel_b049,Subscription cancel karni hai; membership cancel kar do; next renewal nahi chahiye,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b049_v02,subscription_cancel_b049,subscription cancel karni hai; membership cancel kar do; next renewal nahi chahiye,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b049_v03,subscription_cancel_b049,sub cancel karni hai; membership cancel kar do; next renewal nahi chahiye,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b049_v04,subscription_cancel_b049,Subscriptoin cancel karin hai; memership cancl kar do; next renewal nahi chaihye,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b049_v05,subscription_cancel_b049,Subscription cancel karni hai; membership cancel kar do; next renewal nahi chahiye 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b049_v06,subscription_cancel_b049,Subscription cancel karni hai; membership cancel kar do; next renewal nahi chahiye...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b049_v07,subscription_cancel_b049,subscription cnacel karin hai; mebership cancel kar do; next reneawl nahi chahie,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b049_v08,subscription_cancel_b049,subscription cancel karni hai; membership cancel kar do; next renewal nahi chahiye 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b049_v09,subscription_cancel_b049,sub cancel karni hai; membership cancel kar do; next renewal nahi chahiye 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b049_v10,subscription_cancel_b049,Subscription cancel karni hai; membership cancel karrr do; next renewal nahi chahiye 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b050_v01,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b050_v02,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b050_v03,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly sub stop karni hai; sub band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b050_v04,subscription_cancel_b050,"mujhe latga hai, membership stop karni hai, monhtly subscriptino stop karin hai; subscripton band kanri hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b050_v05,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b050_v06,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni hai...",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b050_v07,subscription_cancel_b050,"muhje lgata hai, memberhsip stop karni hai, motnhly susbcription stop karin hai; sbuscription band karni hai",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b050_v08,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b050_v09,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly sub stop karni hai; sub band karni hai 🙏",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b050_v10,subscription_cancel_b050,"mujhe lagta hai, membership stop karni hai, monthly subscription stop karni hai; subscription band karni haiii 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b051_v01,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly subscription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b051_v02,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly subscription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b051_v03,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly sub stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b051_v04,subscription_cancel_b051,next renewla nahi chaihye kyunki memebrship cacnel kar do; montlhy subcsription stop karni hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b051_v05,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly subscription stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b051_v06,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly subscription stop karni hai...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b051_v07,subscription_cancel_b051,next renewla nahi cahiye kyukni membershpi cancle kar do; monthly subscription stop karin hai,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b051_v08,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly subscription stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b051_v09,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel kar do; monthly sub stop karni hai 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b051_v10,subscription_cancel_b051,next renewal nahi chahiye kyunki membership cancel karrr do; monthly subscription stop karni hai 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b052_v01,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b052_v02,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b052_v03,subscription_cancel_b052,pls auto-renewal band kar do; monthly sub stop karni hai; plan ab continue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b052_v04,subscription_cancel_b052,pls autoernewal-renewal band kar do; mnothly subcsription stop kanri hai; plan ab continue nahi karan,Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b052_v05,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b052_v06,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan ab continue nahi karna...,Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b052_v07,subscription_cancel_b052,pls autorenweal-renewal band kar do; monthyl subscrition stop krani hai; plan ab cnotinue nahi karna,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b052_v08,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b052_v09,subscription_cancel_b052,pls auto-renewal band kar do; monthly sub stop karni hai; plan ab continue nahi karna 🙏,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b052_v10,subscription_cancel_b052,pls auto-renewal band kar do; monthly subscription stop karni hai; plan abbb continue nahi karna 😭,Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b053_v01,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai?",Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b053_v02,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai?",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b053_v03,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai?",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
subscription_cancel_b053_v04,subscription_cancel_b053,"plan cotninue nahi krana, membership canecl kar do; auto reewal off kanra hai?",Subscriptions & Billing,subscription_cancel,Cancel a subscription,typo,2_medium,none,train,original_constructed
subscription_cancel_b053_v05,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai? 😕",Subscriptions & Billing,subscription_cancel,Cancel a subscription,emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b053_v06,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai??",Subscriptions & Billing,subscription_cancel,Cancel a subscription,punctuation,1_light,none,train,original_constructed
subscription_cancel_b053_v07,subscription_cancel_b053,"plan contniue nahi krana, membershpi canel kar do; auto renewal off karan hai?",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_typo,2_medium,none,train,original_constructed
subscription_cancel_b053_v08,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai? 😕",Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
subscription_cancel_b053_v09,subscription_cancel_b053,"plan continue nahi karna, membership cancel kar do; auto renewal off karna hai? 😕",Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b053_v10,subscription_cancel_b053,"plan continue nahi karna, membership cancel karrr do; auto renewal off karna hai? 😭",Subscriptions & Billing,subscription_cancel,Cancel a subscription,stress,2_medium,emphasis_or_affect,train,original_constructed
subscription_cancel_b054_v01,subscription_cancel_b054,Meri subscription terminate karne ka process kya hai? monthly subscription stop karni hai; membership cancel kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,clean,0_clean,none,train,original_constructed
subscription_cancel_b054_v02,subscription_cancel_b054,meri subscription terminate karne ka process kya hai? monthly subscription stop karni hai; membership cancel kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,shorthand,1_light,none,train,original_constructed
subscription_cancel_b054_v03,subscription_cancel_b054,Meri sub terminate karne ka process kya hai? monthly sub stop karni hai; membership cancel kar do,Subscriptions & Billing,subscription_cancel,Cancel a subscription,code_mix,1_light,none,train,original_constructed
